ID,ID_IN_BOOK,PROVERB,LANGUAGE,EXPLANATION (ORIGINAL LANGUAGE),EXPLANATION (ENGLISH),CATEGORY,
ZH_0108,C,成不成，吃三瓶,ZH,意思是不管事情办成功能否，得先请人喝酒。,"Whether or not the matter succeeds, one must first treat the helpers to drinks.",Social Military Politics,
ZH_0109,C,成工不毁,ZH,指有做好的工艺品不能随意毁掉重作。比喻新做工艺品耗时费财。,A finished piece of craftsmanship should not be casually destroyed and redone. Making a new one from scratch is costly in both time and resources.,Social Military Politics,
ZH_0110,C,秤锤虽小压千斤,ZH,秤锤虽然不大，却能称出千斤重的物体。意思是人小志气大或人物虽渺小起的作用却很大。,"Although a steelyard weight is small, it can measure objects weighing a thousand jin. This means a person may be small but have great ambition, or a seemingly insignificant figure can play a very large role.",Social Military Politics,
ZH_0111,C,秤砣小，坠千厅；胡椒小，辣人心,ZH,意思是轻的能压住重的，小的能制服大的。常指不要忽视年轻人的力量。,"Something light can weigh down something heavy, and something small can subdue something large. This is often used as a reminder not to underestimate the strength of the young.",Social Military Politics,
ZH_0112,C,吃的盐和米，讲的情和理,ZH,指做人要讲情意、讲道理。,"In one's conduct, one should value both human feeling and reason.",Social Military Politics,
ZH_0113,C,吃饭还不免掉一个米粒,ZH,比喻庞大的工程难免不会出现问题。,Even a massive project is bound to have some flaws.,Social Military Politics,
ZH_0114,C,吃饭泡米汤，自己作主张,ZH,指遇到事情自己要有主见,"When one encounters a situation, one should have one's own independent judgment.",Social Military Politics,
ZH_0115,C,吃个鱼头腥个嘴,ZH,指鱼的头部虽肉不多，但吃了鱼头肉，嘴上也沾腥。比喻干多干少担当的名声是不变的。,"Although a fish head has little meat, eating it still leaves a fishy smell on one's lips. Whether one does much or little, the reputation one bears remains the same.",Social Military Politics,
ZH_0116,C,吃瓜莫吃蒂，做官莫作卑,ZH,吃瓜不能吃瓜蒂，因为瓜蒂是苦的；当官不能当小官，因为小官处处受制于人。古时认为当官就要当有实权的大官。,"One should not eat the stem of a melon because it is bitter; one should not hold a petty office because a minor official is controlled by others at every turn. In ancient times, it was believed that if one is to hold office at all, it should be a high-ranking position with real authority.",Social Military Politics,
ZH_0117,C,吃酒的望醉，放债的图利,ZH,泛指人无论做什么事，都有自己的目的。,"No matter what people do, they always have their own purpose behind it.",Social Military Politics,
ZH_0118,C,吃亏人常在,ZH,指不愿意占便宜的人一直站得住脚,Those who are willing to take a loss always endure and stand firm in the long run.,Social Military Politics,
ZH_0119,C,吃了砒霜药老虎,ZH,砒霜：剧毒药。比喻得不偿失。,"""Arsenic"" is a deadly poison. This describes a situation where the cost far outweighs the gain.",Social Military Politics,
ZH_0120,C,吃了蒜瓣知道辣,ZH,比喻受到严厉惩处之后才了解对方的厉害，再也不敢胡作非为。,"Only after suffering severe punishment does one come to understand the other party's power, and one no longer dares to act recklessly.",Social Military Politics,
ZH_0121,C,吃了羊肉会惹膻,ZH,比喻做了不正当的坏事就会惹祸上身。,Engaging in wrongful and improper deeds will inevitably bring trouble upon oneself.,Social Military Politics,
ZH_0122,C,吃明不吃暗,ZH,指宁愿吃明亏，也不能吃暗亏。,One would rather suffer an open and acknowledged loss than a hidden and underhanded one.,Social Military Politics,
ZH_0123,C,吃哪行饭，说哪行话,ZH,指靠哪个行业吃饭的人，经常说的、做的就是哪个行业的事情。,"Whatever trade a person relies on for a living, that trade is what they constantly talk about and engage in.",Social Military Politics,
ZH_0124,C,吃人家的嘴软，拿人家的手短,ZH,指吃了别人的东西，拿了别人的钱财，腰杆子就挺不起来了，遇事只能顺着别人。比喻接受了人家的宴请或礼物，就不好意思坚持公正，秉公办事。,"After eating someone else's food and taking someone else's money, one can no longer stand tall — one can only go along with that person on everything. Once you have accepted someone's banquet or gift, it becomes difficult to remain impartial and handle matters fairly.",Social Military Politics,
ZH_0125,C,吃烧饼还要赔陲沫,ZH,比喻办事总得花费点钱财。也喻指办事不付出代价是行不通的。,Getting anything done always involves some expenditure. Nothing can be accomplished without paying a price.,Social Military Politics,
ZH_0126,C,吃一分亏，受无量福,ZH,佛家认为，与人相处不占别人的光，会得到很多回报。,"In Buddhist teaching, if one does not take advantage of others in one's dealings, one will receive much in return.",Social Military Politics,
ZH_0127,C,吃鱼先拿头,ZH,比喻解决问题要抓住领头人或问题的关键所在。,"To solve a problem, one must go after the ringleader or identify the crux of the matter.",Social Military Politics,
ZH_0128,C,出门看日头，上路看风头，打铁看火头,ZH,出门时先看天气情况，上路行走时要观察风向，打铁时要注意火候。意指做什么事情都要善于观察，见机行事。,"Before going out, check the weather; before setting off on a journey, observe the wind direction; when forging iron, mind the heat. In everything one does, one should be observant and act according to the circumstances.",Social Military Politics,
ZH_0129,C,出其不意，攻其不备,ZH,打仗要乘敌人意料不到、毫无防备的时候一举击破。,"In warfare, one should strike when the enemy least expects it and is completely unprepared.",Social Military Politics,
ZH_0130,C,川泽纳污，山岳藏疾,ZH,指川泽之所以博深，是因为能容纳污泥浊水；山岳之所以高峻，是因为它藏得住肮脏的东西。比喻国君应该胸襟宽广，能忍辱含垢，广开言路。,"Rivers and marshes are broad and deep because they can accommodate mud and foul water; mountains are tall and imposing because they can conceal blemishes within. A ruler should be broad-minded, tolerant of criticism and humiliation, and open to counsel from all sides.",Social Military Politics,
ZH_0131,C,穿青衣，抱黑柱,ZH,青衣：黑衣服。说明人应各为其主。,"""Qingyi"" means black clothing. This illustrates that each person should serve their own master loyally.",Social Military Politics,
ZH_0132,C,船有好舵手，不怕浪头高,ZH,只要有了好的带头人，再大的困难和风险也能克服。,"With a good leader, even the greatest difficulties and risks can be overcome.",Social Military Politics,
ZH_0133,C,船载万斤，掌舵一人,ZH,比喻不论做何事，带头人是最重要的。,"No matter what the undertaking, the leader is the most important factor.",Social Military Politics,
ZH_0134,C,春不到，花不开,ZH,春天不来，鲜花不会绽放。比喻时机不合适，事情就办不好。,"If spring does not arrive, flowers will not bloom. If the timing is not right, things cannot be done well.",Social Military Politics,
ZH_0135,C,慈不掌兵，义不主财,ZH,仁慈之入不能领兵作战，仁义之人不能掌管财务,"A person too kindhearted cannot command troops in battle, and a person too focused on righteousness cannot manage finances.",Social Military Politics,
ZH_0136,C,从来纨绔少伟男,ZH,纨绔：细绢做的裤子，借指富贵人家的子弟。少：少有。比喻富贵人家的子弟几乎没有能够承担重任或有所建树的。,"""Wanku"" refers to trousers made of fine silk, and by extension the sons of wealthy and noble families. ""Shao"" means rarely. Children of privilege and wealth rarely produce anyone who can shoulder great responsibilities or achieve anything of note.",Social Military Politics,
ZH_0137,C,重孙有理告太公,ZH,只要有理，辈分或地位低的人也能状告辈分或地位高的人。,"As long as one is in the right, a person of lower rank or status can bring a case against someone of higher rank or status.",Social Military Politics,
ZH_0138,C,村无大树，蓬蒿为林,ZH,村子里没有大树，就只能将蓬蒿野草当做树林。意思是没有杰出的人才，只能用平庸之人代替。,"If a village has no large trees, one can only regard weeds and wild grass as the forest. Without outstanding talent, one can only make do with mediocre people as substitutes.",Social Military Politics,
